product_id,total_days,demand_days,zero_days,demand_frequency,avg_demand,cv,adi,total_quantity,total_revenue,transaction_count,pattern_type
8625590539951587748,365,365,0,1.0,887.7453196327164,0.6916492836332805,1.0,324027.0416659415,8564968.176638842,93141,Erratic
7029448080469668619,365,362,3,0.9917808219178083,358.0979740028347,0.731410966835342,1.0083102493074791,129631.46658902615,4052476.6401445866,62359,Erratic
4364537037583110812,365,344,21,0.9424657534246575,68.25690411923583,0.7626932404919151,1.0583090379008746,23480.375017017126,779518.0632988214,12950,Erratic
462590651648123928,365,262,103,0.7178082191780822,11.699427492404713,0.6167099791170322,1.3793103448275863,3062.7500030100346,67456.2135694027,2681,Lumpy
2958115939110601639,365,333,32,0.9123287671232877,67.8200700690707,0.7414353740113442,1.0903614457831325,22584.08333300054,590339.3782336712,12024,Erratic
1288112997726060694,365,363,2,0.9945205479452055,306.13590450137445,0.6881459996124879,1.0027624309392265,111127.33333399892,3083793.3100773096,64720,Erratic
3379576219453733902,365,291,74,0.7972602739726027,33.42182129222093,0.5188693165258784,1.2517241379310344,9665.749996036291,255762.5060442686,5387,Erratic
4974205226846185245,365,347,18,0.9506849315068493,174.8977905880413,0.6453183213198668,1.0491329479768785,60680.53333405033,1225877.953353107,23636,Erratic
145852603040678098,365,346,19,0.947945205479452,238.37745646650046,0.6224144793419507,1.0492753623188407,82473.59993740916,1885443.115503192,42381,Erratic
9036639434778896273,365,365,0,1.0,197.17956620822213,0.7317648272902054,1.0,71970.54166600108,2304471.884626746,46163,Erratic
6909820406326293828,365,74,291,0.20273972602739726,2703.8783778532134,8.078244337937283,1.6575342465753424,200083.99996113777,3579607.1507053375,1404,Lumpy
6719658691829190571,365,317,48,0.8684931506849315,59.072555205047315,1.394396440962835,1.1487341772151898,18722.0,403732.4999923706,2951,Erratic
4938000164057550340,365,1,364,0.0027397260273972603,10862.99998831749,0.0,365.0,10862.99998831749,88371.82428073883,269,Intermittent
7667301933073269195,365,21,344,0.057534246575342465,1962.8095177639098,4.496003164672461,5.5,41218.99987304211,259664.67624616623,535,Lumpy
7358461294896036674,365,330,35,0.9041095890410958,99.45151515151515,0.6088984643702092,1.1033434650455927,32819.0,867098.1164603233,16265,Erratic
2332258305086273987,365,340,25,0.9315068493150684,64.22683823529412,0.5997309263259948,1.0678466076696165,21837.125,570203.8982896805,19043,Erratic
3435249648591979862,365,301,64,0.8246575342465754,95.68604651806362,0.6659166823897974,1.2066666666666668,28799.16666895151,497551.792160511,15364,Erratic
1152772499033912340,365,354,11,0.9698630136986301,1044.4918785282953,0.7890020574904453,1.028328611898017,369750.1249990165,8439897.252279758,60269,Erratic
3371701102715312626,365,332,33,0.9095890410958904,101.9199297531362,0.7325024706609715,1.0876132930513596,33837.41667804122,676324.9923021793,20251,Erratic
1271951761907094129,365,349,16,0.9561643835616438,467.8902817507272,0.8307028498589184,1.043103448275862,163293.70833100379,3719937.1416011453,44682,Erratic
3894706280449257667,365,363,2,0.9945205479452055,1508.7067952337406,0.7109228276336735,1.0055248618784531,547656.5666698478,10667511.268208444,50358,Erratic
4532811244969767948,365,82,283,0.22465753424657534,595.7807418173406,7.901299531862232,1.3580246913580247,48854.02082902193,1571052.1149388552,2717,Lumpy
6416577388566874702,365,337,28,0.9232876712328767,183.89453510984293,0.6247536642853314,1.0744047619047619,61972.458332017064,1294100.6891976595,22238,Erratic
5854098638082429437,365,90,275,0.2465753424657534,9904.51110866732,8.157351216537416,1.247191011235955,891405.9997800589,2266404.340871334,4222,Erratic
9158358945329890575,365,364,1,0.9972602739726028,447.681891021984,0.7541378988571175,1.0,162956.20833200216,3386441.2383695245,29799,Erratic
1617864023275256842,365,328,37,0.8986301369863013,75.71303353658537,0.790980380423072,1.107033639143731,24833.875,700227.7014446259,11550,Erratic
4614780776011566922,365,157,208,0.4301369863013699,168.98301486685207,1.0194201401154663,1.4743589743589745,26360.333334080875,562847.025051713,2029,Lumpy
1410159637634455529,365,306,59,0.8383561643835616,146.22421931709144,1.0011850702545921,1.1868852459016392,44743.61111102998,750996.6878423691,9325,Erratic
2412225681255611361,365,337,28,0.9232876712328767,71.10420376848629,0.6243830897057926,1.0773809523809523,23962.116669979878,1970319.8219884038,15187,Erratic
3726736891643803768,365,311,54,0.852054794520548,50.92658094525146,0.724949039369122,1.1580645161290322,15838.166673973203,316519.08637678623,10115,Erratic
7431487353670755453,365,75,290,0.2054794520547945,1642.8532758466404,8.166763653738101,1.5,123205.99568849802,2465707.0214500427,1488,Lumpy
7258061986700401699,365,100,265,0.273972602739726,26.38,0.9243083425206323,2.303030303030303,2637.875,39076.897961616516,1172,Lumpy
8078520164570404788,365,62,303,0.16986301369863013,446.258064516129,7.078884885162841,1.819672131147541,27668.0,219915.9634141922,962,Lumpy
5949238037321985395,365,260,105,0.7123287671232876,14.177564111466591,0.5352018599132805,1.38996138996139,3685.1666689813137,150422.3811132908,2126,Lumpy
3901440420868921621,365,344,21,0.9424657534246575,65.82412790407449,0.6700260517346128,1.0583090379008746,22643.499999001622,754402.793699503,20375,Erratic
4067386943107221998,365,329,36,0.9013698630136986,14.729483282674773,0.8098044412048703,1.1067073170731707,4833.0,737536.9820404053,3769,Erratic
2394950933694010774,365,84,281,0.23013698630136986,6148.333333192127,7.543954543072845,1.3373493975903614,516459.9999881387,2765885.5067448616,3964,Lumpy
802532509492578586,365,351,14,0.9616438356164384,135.57530851048708,0.6975931875069787,1.0371428571428571,47586.93328718096,1851409.3843271732,35408,Erratic
2953185105921296957,365,343,22,0.9397260273972603,74.4903790087116,0.7230804272168335,1.064327485380117,25550.19999998808,718406.4987764359,15073,Erratic
4258363668933662624,365,66,299,0.18082191780821918,1264.5757575757575,7.650692468521672,1.646153846153846,83449.0,664785.2504577637,1525,Lumpy
289143327884191523,365,347,18,0.9506849315068493,781.2897214205984,0.9001642239824397,1.046242774566474,271102.53333294764,6745493.941170812,40705,Erratic
1029370090212151375,365,365,0,1.0,1250.6786529643487,0.7080482916509494,1.0,456497.70833198726,12065719.514919996,100531,Erratic
8724549927579667984,365,297,68,0.8136986301369863,134.05387205387206,0.9474288490664883,1.2297297297297298,39814.0,715495.0143146515,11046,Erratic
1657665165780983454,365,365,0,1.0,1143.0948629971645,0.7383105159604427,1.0,417229.62499396503,8760164.514226556,47251,Erratic
5324082816366868066,365,59,306,0.16164383561643836,833.3559322033898,7.000438831966841,1.7413793103448276,49145.0,394253.76645350456,1190,Lumpy
4900457219977168149,365,13,352,0.03561643835616438,271.769169816604,3.5038959687022992,7.833333333333333,3523.9992076158524,46111.28917980194,329,Lumpy
1690125846152117227,365,73,292,0.2,6045.821919513075,8.07916203260232,1.5277777777777777,441345.0001244545,2840813.4893693924,2212,Lumpy
4131100880614395813,365,66,299,0.18082191780821918,1081.0975379704525,7.682821682011782,1.6923076923076923,71332.43750604987,2375187.203040898,1869,Lumpy
2097372625156623809,365,335,30,0.9178082191780822,212.6983083204102,0.5823945340492102,1.0838323353293413,71253.93328733742,1522331.4121028185,33079,Erratic
8140805446672726031,365,355,10,0.9726027397260274,43.64225352112676,0.6581232221608969,1.0225988700564972,15465.0,1723742.949798584,11152,Erratic
6800385232368348496,365,19,346,0.052054794520547946,278.3683589069467,3.6204102084522933,6.055555555555555,5288.998819231987,317041.1318740845,1199,Lumpy
7322730637112632095,365,39,326,0.10684931506849316,42.97435897435897,5.04922209165125,2.8684210526315788,1675.0,57826.92030930519,198,Lumpy
1428095470563688104,365,339,26,0.9287671232876712,30.14872172861676,0.7913979893415114,1.0769230769230769,10220.416666001081,276484.54388332367,6577,Erratic
8255899550940502042,365,3,362,0.00821917808219178,395.3333339691162,1.7057633585924015,39.0,1186.0000019073486,28532.320455551147,35,Lumpy
1793796276912381988,365,25,340,0.0684931506849315,240.88000323534013,4.805569416501328,4.583333333333333,6021.000080883503,59613.56113243103,289,Lumpy
7290772828317702168,365,47,318,0.12876712328767123,1128.7872327540783,6.378153521529142,2.391304347826087,52992.99993944168,339929.758895874,868,Lumpy
2695012452070590524,365,77,288,0.21095890410958903,3101.493507033819,8.333226241922592,1.4473684210526316,238815.00004160404,2545148.8622369766,1661,Lumpy
3278510150933226765,365,339,26,0.9287671232876712,35.66297935103245,0.6569303354694578,1.0739644970414202,12089.75,394164.8093442917,10402,Erratic
5085439424202670523,365,339,26,0.9287671232876712,131.80653892048693,0.7102356882868107,1.0710059171597632,44682.41669404507,891930.8567008972,26923,Erratic
5798384915681184478,365,309,56,0.8465753424657534,76.78532903238793,0.6031328165367247,1.172077922077922,23726.66667100787,369759.8108332157,13278,Erratic
8352471677482341950,365,363,2,0.9945205479452055,1636.6588613361366,0.7716128970357213,1.0027624309392265,593614.1666650176,13964609.52644056,35944,Erratic
6893524890552741177,365,338,27,0.9260273972602739,127.39718934911242,0.8210178454526532,1.0771513353115727,43053.25,1279641.6343177557,12030,Erratic
500478784353013717,365,355,10,0.9726027397260274,1430.5202816956585,0.9058399154080976,1.0254237288135593,507831.70000195876,12630634.08499837,48955,Erratic
2092400019416897759,365,105,260,0.2876712328767123,50.30952380952381,0.7068762199773179,1.1057692307692308,5205.75,165973.3322749138,3378,Erratic
4699960180144559479,365,354,11,0.9698630136986301,185.25670903950592,0.6657788720044057,1.028328611898017,65580.8749999851,1322303.5356339216,29725,Erratic
2749706558857279178,365,277,88,0.7589041095890411,104.74368231046931,0.6962483836204421,1.315217391304348,29014.0,286141.2780351639,8289,Erratic
4570988632387137438,365,329,36,0.9013698630136986,566.0989108236909,0.5714899049509258,1.103658536585366,186246.5416609943,3708540.491992712,37308,Erratic
8507741421001344633,365,84,281,0.23013698630136986,3040.809523809524,8.578625951542636,1.3373493975903614,255428.0,2044322.5532159805,3208,Lumpy
1201795732332269367,365,267,98,0.7315068493150685,15.97940074906367,0.5106699473735412,1.3571428571428572,4266.5,99225.96391391754,2346,Lumpy
200407080435025895,365,349,16,0.9561643835616438,90.48877753851065,0.6961822720638144,1.043103448275862,31580.583360940218,870327.5221517086,27215,Erratic
3585474724372474980,365,241,124,0.6602739726027397,7.753112033195021,0.6150037921353465,1.5041666666666667,1866.5,39067.59965133667,1367,Lumpy
5439982947508527941,365,51,314,0.13972602739726028,523.7647128151913,6.778629774983037,2.18,26712.000353574753,754230.9434585571,1025,Lumpy
84167801948104352,365,289,76,0.7917808219178082,90.27234717296069,0.47905849640574705,1.25,26088.70833298564,521333.6051170826,10474,Smooth
6639182541769323770,365,77,288,0.21095890410958903,1945.1947998567061,8.401167733166961,1.4473684210526316,149779.99958896637,1219742.226257518,1541,Lumpy
4623814317972718932,365,365,0,1.0,656.399315051959,0.6711354838613717,1.0,239585.74999396503,6642766.816588402,108018,Erratic
637448570435263100,365,362,3,0.9917808219178083,861.5753219136917,0.6703161626296864,1.005540166204986,311890.2665327564,6778156.149030447,85927,Erratic
1637530677008862181,365,339,26,0.9287671232876712,34.46656833633033,0.7465435174774656,1.0710059171597632,11544.166666015983,370596.1309207678,8194,Erratic
1027530245429186199,365,56,309,0.15342465753424658,1456.6785691689167,7.1382948175915395,2.0,81573.99987345934,777105.9781050682,275,Lumpy
8176384535280860253,365,80,285,0.2191780821917808,2266.6,8.342890871468143,1.3924050632911393,181328.0,1445141.3033342361,2717,Lumpy
8752906129044353959,365,72,293,0.19726027397260273,5979.805559693112,7.934140814137036,1.5492957746478873,430546.000297904,1740455.3367042542,1682,Lumpy
6231906764603529444,365,56,309,0.15342465753424658,351.4642858207226,6.8873880703366925,2.0,19682.000005960464,254868.97197055817,278,Lumpy
4560380317288976002,365,326,39,0.8931506849315068,30.791794478481897,0.8644456890882549,1.113846153846154,10035.874999985099,279655.6214553118,8349,Erratic
3965996009832298069,365,364,1,0.9972602739726028,568.0401785577556,0.8365433276587608,1.0,206766.624995023,5005906.284405291,31350,Erratic
7398828133333993380,365,198,167,0.5424657534246575,55.55555555555556,0.8167212399321724,1.4314720812182742,10997.91666699946,175817.626652956,4476,Lumpy
2137299631507474345,365,358,7,0.9808219178082191,28.421787709497206,0.7742988584218856,1.0140056022408963,10173.0,1379115.8133239746,8039,Erratic
2833671315544636673,365,311,54,0.852054794520548,234.39630225080387,1.0119025252149245,1.167741935483871,72723.25,1307570.3164339066,8880,Erratic
4812820769215907968,365,80,285,0.2191780821917808,1614.95,8.36317270694544,1.3924050632911393,129196.0,1029491.1761364937,2220,Lumpy
3143677808758291483,365,356,9,0.9753424657534246,182.82432116003017,0.7446633842886544,1.0225352112676056,65082.45833297074,1874683.8170456886,22809,Erratic
6683621934805747481,365,202,163,0.5534246575342465,16.21390263854277,1.0247106827826211,1.7960199004975124,3272.7083329856396,80529.16889858246,635,Lumpy
3516587220187345473,365,344,21,0.9424657534246575,239.44593007076358,0.6359176730650993,1.0583090379008746,82369.39994434267,1840259.2089494467,41324,Erratic
8874150768526460161,365,321,44,0.8794520547945206,38.615368564204076,0.6995690013667873,1.13125,12370.533309109509,444292.9267632961,9647,Erratic
5361627833431150820,365,242,123,0.663013698630137,17.487603305785125,0.7406451292362569,1.2655601659751037,4232.0,144906.29408073425,2953,Erratic
4227518894601953647,365,87,278,0.23835616438356164,1686.402078066064,8.689472503876472,1.2790697674418605,146716.98079174757,3293736.234603882,4055,Erratic
8575052798991087473,365,15,350,0.0410958904109589,1394.5999997814497,3.795848592022906,7.642857142857143,20918.999996721745,151837.79469394684,368,Lumpy
6304096802059253761,365,278,87,0.7616438356164383,36.115107913669064,0.4718148849146912,1.3032490974729243,10039.5,209683.5183353424,6386,Smooth
9099101136797499475,365,340,25,0.9315068493150684,87.26495104958029,0.7148621503866415,1.0707964601769913,29670.0833568573,816678.4602539539,24767,Erratic
5166325886580525264,365,168,197,0.4602739726027397,2.3628472262727365,0.725909538656114,2.143712574850299,395.9583340138197,18376.867832422256,398,Lumpy
8899583048247637290,365,346,19,0.947945205479452,1209.1552985725505,0.6313747123450645,1.0492753623188407,418367.73330610245,6731927.9174211025,42079,Erratic
127320625015143379,365,238,127,0.6520547945205479,3.7699579831932772,0.6916182251942418,1.518987341772152,897.0,31550.40061569214,765,Lumpy
4773804548863607501,365,45,320,0.1232876712328767,952.5555493209097,6.577491038827091,2.5,42864.99971944094,227699.66323423386,378,Lumpy
1577447019867829923,365,56,309,0.15342465753424658,484.1606017702392,7.151364853729109,2.0,27111.993699133396,504730.3001527786,1383,Lumpy
7542247744709179290,365,268,97,0.7342465753424657,33.35649875751627,0.51762301439474,1.352059925093633,8928.54166701436,168257.5905122757,3708,Lumpy
4316288721411821700,365,108,257,0.2958904109589041,4.287037037037037,0.5958134058580523,1.4766355140186915,463.0,10638.409908294678,391,Lumpy
8543769504641893543,365,299,66,0.8191780821917808,43.5702341171511,0.8469757387023286,1.2147651006711409,13027.50000102818,359675.3108394742,9147,Erratic
2114425752213253462,365,0,365,0.0,0.0,0.0,365.0,-14.5000009983778,-2607.2918376922607,11,Intermittent
3620674245436818138,365,88,277,0.2410958904109589,7894.80674173412,8.571023846317786,1.264367816091954,694742.9932726026,12549666.39718628,6275,Erratic
5667510319066421350,365,312,53,0.8547945205479452,30.987179487179485,0.7287220223201862,1.167202572347267,9666.5,285844.8805618286,6888,Erratic
2866058112054092230,365,83,282,0.2273972602739726,1969.590264849634,8.556527800532331,1.3414634146341464,163475.99198251963,1069632.3319897652,3243,Lumpy
1394381856358939027,365,300,65,0.821917808219178,359.60477777983994,0.6658177981230532,1.2040133779264215,107860.43333395198,2623736.829725206,9321,Erratic
2991625227989059032,365,285,80,0.7808219178082192,36.53859647721575,0.49750334609518404,1.278169014084507,10412.99999602139,274392.5782301426,5374,Smooth
8621399777610046154,365,22,343,0.06027397260273973,1420.8636390268803,4.5582597919542245,4.428571428571429,31247.000058591366,586696.5881681442,839,Lumpy
429738700876868379,365,77,288,0.21095890410958903,2718.454544949841,8.3829872685337,1.4473684210526316,209320.99996113777,2382447.4938697815,1466,Lumpy
6450782548967375358,365,346,19,0.947945205479452,84.24650770516237,0.6359231715414921,1.0521739130434782,29147.29166598618,927017.0118278265,25267,Erratic
3407089979436409304,365,263,102,0.7205479452054795,30.670468950452914,0.6741190429067958,1.3778625954198473,8065.916666954756,124182.67282390594,4687,Lumpy
2925179119703623061,365,53,312,0.14520547945205478,225.09431785682463,6.686180540347554,1.9615384615384615,11929.998846411705,62083.203288617544,422,Lumpy
1563618058071763603,365,297,68,0.8136986301369863,66.22053872053873,0.5679243794812499,1.2297297297297298,19667.5,192151.82464838028,9595,Erratic
7629138479184041110,365,360,5,0.9863013698630136,284.7112268527763,0.7415526088796617,1.011142061281337,102496.04166699946,3048415.0309375525,26393,Erratic
8382158958992673929,365,353,12,0.9671232876712329,92.73701605378062,0.7940419244325174,1.03125,32736.166666984558,1049675.0522146225,20627,Erratic
2525510189893188235,365,350,15,0.958904109589041,412.21206344940833,0.7441827877836873,1.0372492836676217,144019.2222072929,2868298.1934666634,20036,Erratic
5517144173318191727,365,84,281,0.23013698630136986,2209.0714285714284,8.505213996748965,1.3253012048192772,185562.0,1476924.0235476494,2797,Lumpy
6529217055583158447,365,341,24,0.9342465753424658,237.86080135453133,0.5977450604812725,1.0676470588235294,81110.53326189518,1802980.4481471777,43774,Erratic
1507158896441533474,365,282,83,0.7726027397260274,176.52836879432624,0.6706598274209723,1.295373665480427,49781.0,487938.82806777954,10369,Erratic
3309459305187030926,365,196,169,0.536986301369863,12.994897959183673,0.9838327091883998,1.8512820512820514,2541.0,77258.199010849,477,Lumpy
1722808489078322099,365,318,47,0.8712328767123287,33.426362679626955,0.8094952726226704,1.1451104100946372,10625.583332121372,606119.4762098789,5742,Erratic
1776377728354810244,365,68,297,0.1863013698630137,6208.308823438252,7.558531788781266,1.6417910447761195,422158.9999938011,5126488.373764038,1870,Lumpy
7804040098826393459,365,53,312,0.14520547945205478,933.5471305116167,7.009078599421347,2.1153846153846154,49465.99791711569,432298.88090896606,781,Lumpy
4885707138223994634,365,44,321,0.12054794520547946,128.63636339794505,5.924211100795079,2.558139534883721,5647.9999895095825,92701.73903083801,276,Lumpy
8054344730735101996,365,278,87,0.7616438356164383,17.65011988875034,0.7800484691193542,1.3032490974729243,4906.6666620746255,105739.05100989342,2631,Erratic
4134274407947596458,365,76,289,0.20821917808219179,1839.1447363119375,7.461638746939097,1.6133333333333333,139774.99995970726,2716740.525343895,1785,Lumpy
7828834803834290147,365,11,354,0.030136986301369864,437.45454229008067,3.246147218058492,10.7,4801.999965190887,34054.970732688904,122,Lumpy
2490435663862796398,365,181,184,0.4958904109589041,2.399171270718232,0.5982739596362412,2.0,432.75,15739.599710464478,412,Lumpy
778463230462011213,365,40,325,0.1095890410958904,512.9249991565943,6.027780273971212,2.8205128205128207,20468.99996626377,218361.61531734467,476,Lumpy
7871778702535050683,365,349,16,0.9561643835616438,258.24985655452684,0.6625230829995958,1.0402298850574712,90129.19993752986,2962802.0489313602,57302,Erratic
5527435643913038410,365,313,52,0.8575342465753425,8.8370607028754,0.8581888071872624,1.1602564102564104,2729.0,391414.0,2500,Erratic
6766242611562432056,365,94,271,0.25753424657534246,57.16489361702128,0.8806243091327046,1.1720430107526882,5373.5,161785.86791324615,1692,Erratic
3883382697746128443,365,343,22,0.9397260273972603,119.9032068921378,0.7021588019482701,1.0614035087719298,41126.799964003265,1592084.366956234,32002,Erratic
2669573942868292771,365,40,325,0.1095890410958904,1911.2249996095895,6.06557770673537,2.8205128205128207,76448.99998438358,1164379.1867637634,742,Lumpy
6438565307040969679,365,4,361,0.010958904109589041,138.4999924004078,1.8991457256676645,26.333333333333332,553.9999696016312,8933.469579696655,58,Lumpy
8654618855511723434,365,319,46,0.873972602739726,15.913270639495043,0.6913761019127114,1.1446540880503144,5076.3333339989185,103284.71601688862,3337,Erratic
1371936917923350372,365,356,9,0.9753424657534246,514.6993211489798,0.6791009275418742,1.0225352112676056,183232.95832903683,5364006.409290552,45167,Erratic
9114472014485214982,365,54,311,0.14794520547945206,3384.259257040642,6.891474684329995,2.018867924528302,182725.99988019466,129790.9024528861,902,Lumpy
4524932930736383075,365,89,276,0.24383561643835616,2078.779494517305,7.600398161478718,1.2727272727272727,185011.37501204014,10460878.544801474,4589,Erratic
8864925188279236638,365,346,19,0.947945205479452,87.65727360404468,0.7456757202345244,1.0492753623188407,30329.41666699946,881433.391741991,14770,Erratic
3506439718945516593,365,318,47,0.8712328767123287,60.23878406597383,0.7252590014180199,1.1451104100946372,19062.93333297968,363954.2706551552,4656,Erratic
838093666900192619,365,25,340,0.0684931506849315,247.95994557619096,4.779142829759802,4.583333333333333,6198.998639404774,36630.40629720688,409,Lumpy
4156410909725213885,365,33,332,0.09041095890410959,931.7272717194123,5.359651439036666,3.4375,30734.99996674061,179010.8942170143,595,Lumpy
1631840193237651547,365,220,145,0.6027397260273972,84.11818181818182,0.5777963648552876,1.6484018264840183,18445.0,63380.039516448975,2276,Lumpy
7167559020523736996,365,1,364,0.0027397260273972603,7846.001144051552,0.0,365.0,7846.001144051552,290053.7598800659,589,Intermittent
7430895278762963361,365,255,110,0.6986301369863014,10.109150329407523,0.9866156142385617,1.421259842519685,2577.8333339989185,33136.103544950485,1780,Lumpy
6200925222809397153,365,199,166,0.5452054794520548,8.286222778897189,1.881988576467485,1.8181818181818181,1638.9583330005407,44043.367273688316,766,Lumpy
5310530555333250418,365,177,188,0.4849315068493151,11.778954802259888,0.714423440555841,1.2784090909090908,2078.625,65258.31945562363,1742,Erratic
8193331607510333882,365,80,285,0.2191780821917808,2207.3,8.320409061554612,1.3924050632911393,176584.0,1402306.1019363403,2626,Lumpy
6382931101323540518,365,67,298,0.18356164383561643,886.7014921458799,7.854194506227608,1.606060606060606,59396.999973773956,410094.5804800987,1100,Lumpy
5883406861346895471,365,305,60,0.8356164383561644,30.62049180327869,0.6097409323413261,1.1875,9330.25,317636.13020277023,7696,Erratic
1108488949988300760,365,83,282,0.2273972602739726,2405.0481927710844,8.34006840902629,1.3414634146341464,199609.0,1590867.3858299255,3123,Lumpy
1355221146658254593,365,351,14,0.9616438356164384,631.1169673347914,0.7252273270002174,1.0342857142857143,220990.0555345118,4401627.6774612665,24796,Erratic
4712765193587670929,365,342,23,0.936986301369863,99.53606242664725,0.7072086386789546,1.064516129032258,34041.33334991336,1038184.2921649218,18043,Erratic
4046308726663975437,365,325,40,0.8904109589041096,202.73805120300787,0.5873974190068609,1.117283950617284,65870.86664097756,1904319.970350504,30185,Erratic
8076874360726432092,365,289,76,0.7917808219178082,22.889273356452946,0.7213699555006551,1.25,6615.000000014901,150901.99895375967,4755,Erratic
4814885552319700796,365,17,348,0.04657534246575343,1643.1176819240345,3.949057387927727,6.875,27899.000592708588,573763.4069900513,788,Lumpy
520517923179724982,365,322,43,0.8821917808219178,14.270962732919255,0.7944795948666092,1.1277258566978192,4595.25,146902.76544046402,3380,Erratic
1388099319798882054,365,83,282,0.2273972602739726,1975.8072289156626,8.380510996726183,1.3414634146341464,163992.0,1308805.9409046173,2812,Lumpy
8030392857471983373,365,302,63,0.8273972602739726,90.26821192052981,0.5801337873927981,1.2093023255813953,27261.0,266197.60960674286,12472,Erratic
2239307647969388381,365,334,31,0.915068493150685,440.071482005992,0.582724405260955,1.087087087087087,146983.87499000132,2947802.8437759876,37510,Erratic
6579767413871945221,365,13,352,0.03561643835616438,12.756410230810825,0.9537481914801126,4.083333333333333,165.83333300054073,3644.1983695030212,114,Lumpy
